ID,Loại tin,Giá,Diện tích (m²),Hướng nhà,Hướng ban công,Pháp lý,Chiều ngang,Chiều dài,Số phòng ngủ,Số phòng vệ sinh,Số tầng,Nội thất,URL,Địa chỉ,Mô tả,Khoảng giá,Khoảng diện tích,Thành phố
118,Nhà đất bán,3130000000,88.9,,,Sổ đỏ/ Sổ hồng,,,3,2,,Nội thất đầy đủ,https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-prj-the-sakura-vinhomes-smart-city/ban-3-3ty-3pn-88m2-tt-toa-ck-20-gtch-cam-ket-re-nhat-lot-de-oto-view-noi-khu-pr37744277,"Dự án The Sakura - Vinhomes Smart City, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội","Bán ~3.12 tỷ căn 3PN 88.9m² tim tường tòa Sakura - CK 20% GTCH - cam kết rẻ nhất - lốt để ôtô Vinhomes Smart City.Căn 3PN DT: 80.2m² (TT) chỉ 3.2 tỷ nhận nhà ở ngay. Quà tặng tới 400 triệu + CK 10% duy nhất tại Phân khu Sakura Vinhomes Smart. LH:0888 685 ***.(*) Chính sách ưu đãi khủng nhất Hè 2023 này thực sự tạo ra cơn sốt giao dịch chưa từng có tại The Sakura & chỉ dành cho khách hàng nhanh nhất:1. Gói quà mùa hè sôi động lên tới 400 triệu.2. Tổng chiết khấu thanh toán sớm lên tới 19,3%.3. Dễ dàng sở hữu với số vốn tự có chỉ cần 30% ký HĐMB.+ Hỗ trợ vay ngân hàng đến 70% lên tới 35 năm, miễn gốc lãi 0% 12 tháng.4. CK tới 0,8% BL ngân hàng.5. CK thanh toán tiến độ đến 7%.Tư vấn chi tiết chính sách LH:0888 685 ***.(*) Lý do lựa chọn phân khu The Sakura:1. Là phân khúc căn hộ cao cấp Vinhomes Smart City có tiêu chuẩn quản lý, dịch vụ & thiết kế, nội thất bàn giao đáp ứng được đại đa số nhu cầu quý khách hàng.2. Nội khu phong cách Nhật Bản lần đầu tiên xuất hiện ở Vinhomes Smart City.3. Quản lý vận hành chuyên nghiệp đến từ cđt Vinhomes.4. Sử dụng miễn phí gần như toàn bộ các tiện ích như: Bể bơi 4 mùa, vườn nướng BBQ, công viên, vườn nhật, sân chơi thể thao.- Tiêu chuẩn bàn giao: Tối thiểu (bao gồm: Thiết bị vệ sinh đầy đủ, trần thạch cao, full sàn gỗ, điều hòa Multi hai chiều, hệ thống điện đầy đủ, khóa cửa thông minh bằng vân tay).- Thời gian bàn giao: Đã bàn giao tháng 12/2022.- Thời hạn sở hữu: Sở hữu lâu dài.- Điểm nhấn tiện ích có một không hai tại The Sakura mang đến những sự lựa chọn tốt nhất cho cuộc sống của cư dân như: Bể bơi 4 mùa nội khu đầu tiên, vườn Nhật nội khu đầu tiên và duy nhất tại Vinhomes Smart City.Giá cực tốt cho anh chị nào muốn sở hữu căn hộ 3PN tại SA3.Chi tiết liên hệ ngay để được tư vấn:0888 685 ***(Zalo/Call/24 - 7).",Từ 1000000000 đến 5000000000,Từ 50 đến 100,Hà Nội
119,Nhà đất bán,10000000000,75,,,,,,,,,,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-long-hung-prj-the-empire-vinhomes-ocean-park-2/quy-can-goc-shophouse-sieu-hot-vi-tri-dep-kinh-doanh-dinh-tai-2-gia-re-pr37743572,"Dự án The Empire - Vinhomes Ocean Park 2, Xã Long Hưng, Văn Giang, Hưng Yên","Thời điểm này giá rất là tốt, thời điểm vàng cho các nhà đầu tư mua để ở, kinh doanh hay đầu tư lâu dài, hiện em Hương đang có rất nhiều căn giá vô cùng hợp lý:+ Quỹ các căn góc siêu đẹp:- Căn góc Cọ Xanh 75m² giá chỉ 10 tỷ bao phí.- Căn góc Chà Là 118m² giá 12.x tỷ.- Căn góc Hải Âu 112m² giá 17.x tỷ.- Căn góc Sao Biển 142m² giá chỉ 2x tỷ.+ Quỹ các Căn Xẻ Khe:- Xẻ khe Chà Là 72m² giá chỉ 6.x tỷ.- Xẻ khe Cọ Xanh 87.5m² giá 8.x tỷ.- Xẻ khe Hải Âu 91m² gía 9.x tỷ.+ Quỹ các căn Shophouse kinh doanh siêu đỉnh:- Song Lập San Hô 120m² đường 20m trục chính kinh doanh siêu đỉnh ngay gần Biển Hồ giá chỉ 21.x tỷ.- Sao Biển 56m² giá chỉ 6.x tỷ.- Sao Biển 67.5m² giá 8.x tỷ.- San Hô 65m² giá 8.x tỷ.Cùng các căn liền kề giá chỉ từ 5 tỷ mà vị trí vô cùng đẹp.LH ngay e Hương0839 238 ***để được tư vấn thêm.",Lớn hơn 5000000000,Từ 50 đến 100,Hưng Yên
120,Nhà đất bán,21900000000,150,,Đông Nam,Sổ đỏ/ Sổ hồng,,,,,,,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/can-ban-song-lap-ngoc-trai-va-sao-bien-can-dep-re-nhat-pr37687181,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội","Chính chủ cần bán nhanh 1 trong 2 căn biệt thự song lập vip Ngọc Trai và Sao Biển - chấp nhận môi giới.* Thông tin chi tiết:- Căn biệt thự Sao Biển:+ Mã căn: SB09 - 48.+ Hướng Đông Nam.+ Diện tích 150m².+ Xây 3,5 tầng.+ Mặt tiền 10m.Ưu điểm:+ Đường thông, chỉ vài bước chân ra hồ Ngọc Trai 24ha.+ Thuộc phân khu mở nên đi lại rất thoải mái.+ Gần khu thương mại dịch vụ nên thuận tiện mua bán.+ Thiện chí bán bên có thể thương lượng thêm.Giá bán: 21,9 tỷ.- Căn biệt thự Ngọc Trai.+ Vị trí: Lô view trực diện vườn hoa.+ Mã căn: NT9 - 55.+ Hướng Tây Bắc.+ Diện tích: 153m².+ Xây dựng: 3,5 tầng.+ Mặt tiền 8,5m.+ Hoàn thiện mặt ngoài, bên trong thô.* Ưu điểm nổi bật:+ View vườn hoa, chỉ cách sông vài bước chân, thuộc khu đẹp nhất của phân khu Ngọc Trai.+ Thuộc phân khu đóng, có chốt bảo vệ nên an ninh rất tốt, yên tĩnh, đẳng cấp.+ Là lô cạnh góc nên rất tiện và thoáng.+ Thiện chí bán và có thể thương lượng.Giá bán: 29,3 tỷ.",Lớn hơn 5000000000,Từ 100 đến 500,Hà Nội
121,Nhà đất bán,30000000000,300,Đông Nam,Đông Bắc,Hợp đồng mua bán,,,5,4,5,,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-long-thanh-my-prj-vinhomes-grand-park/chuyen-gio-hang-pho-gia-tot-t-thi-truong-lh-0903040462-mr-duc-pr37708004,"Dự án Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh","Giỏ hàng nhà phố biệt thự tốt nhất thị trường, cập nhật liên tục, thông tin rõ ràng, chính xác, uy tín.Giỏ hàng giá ngộp bank, bán lỗ so với giá gốc, cơ hội mua giá ck tới 25% so với thời kì cao điểm.Kính chào quý anh chị khách hàng, em Đức - CEO Minh An Homes chuyên các sản phẩm Vinhomes. Giỏ hàng hiện tại có hơn 1000 căn nhà phố liền kề, boutique, biệt thự có nhu cầu bán lại và cho thuê, quý anh chị quan tâm đến vị trí và loại sản phẩm nào vui lòng nhắn em:0903 040 ***zalo) để được hỗ trợ. Các sản phẩm Minh An Homes được ủy quyền phân phối giá tốt hơn so với thị trường đang giao dịch.- Loại 84m² Manhattan bán giá 13.7 tỷ (Deal hot).- Loại 126m² Manhattan bán giá 15.6 tỷ (xây dựng 235m²). Đã bán ngày 20/05/2023.- Loại 126m² Manhattan bán giá 17.5 tỷ, xây dựng 445m² siêu rẻ (cực hot).- Loại 84m² Glory bán giá: 11.7 tỷ.- Loại 96m² Glory bán giá: 13.5 tỷ (bán lỗ).- Loại 126m² Glory bán giá 15.8 tỷ (chỉ có 1 căn, giảm thêm nhiều nếu chốt nhanh). Siêu hot.- Loại 126m² Glory vị trí đẹp giá 16.8 tỷ bao phí (vị trí đẹp).- Loại 144m² Glory bán giá 17.5 tỷ. Bán lỗ 5 tỷ so với giá gốc (Siêu rẻ).+ Biệt thự song lập 150m²: Bán giá 18. X tỷ.+ Biệt thự song lập 200m² dãy M2 bán 21.5 tỷ.+ Biệt thự song lập 200m² Compound 200m² 22 tỷ (siêu rẻ, siêu hot).+ Biệt thự đơn lập view hồ: Bán giá 26.5 tỷ (bán lỗ).+ Biệt thự song lập 200m² khu compound bán giá lỗ 1 tỷ. Còn 22.2 tỷ. (Đã bán ngày 17/5).+ Biệt thự song lập 300m² view hồ sen bán giá 32 tỷ còn thương lượng tốt.+ Biệt thự đơn lập view hồ 254m² bán lỗ, gốc 26 bán 24. X tỷ (siêu hot).+ Biệt thự đơn lập 293m², bán lỗ giá 30 tỷ.+ Biệt thự đơn lập 300m² khu Compound bán lỗ, gốc 33 bán 30. X tỷ (siêu hot).+ Biệt thự đơn lập góc 302m² bán giá 34 tỷ (gốc 37 tỷ).+ Biệt thự đơn lập 325m² bán giá 38 tỷ view hồ, sông.+ Biệt thự đơn lập 360m² bán giá 39 tỷ view hồ, sông.+ Biệt thự đơn lập góc 400m² bán giá 45 tỷ. (BÁN LỖ).+ Boutique Villas 250m² trục D2A bán giá gốc 46 tỷ.+ Biệt thự mặt sông 400m² bán giá 58 tỷ khu compound (Gốc 67 tỷ).+ Biệt thự độc bản bán 75 tỷ (Lỗ 13 tỷ).Ngoài ra Cty em còn rất nhiều căn ở các vị trí đẹp giá tốt. Anh chị gọi hoặc nhắn tin sẽ có sản phẩm phù hợp.Trong năm 2021, 2022, 2023 Minh An homes đã giao dịch hơn 50 căn biệt thự, nhà phố tại dự án, tự tin là đơn vị dẫn đầu về giỏ hàng, kinh nghiệm, thông tin dự án.Liên hệ xem nhà và tư vấn0903 040 ***Mr Huy Đức - CEO Minh An Homes (zalo, viber).Trân trọng cảm ơn!Thông tin thật 100%, không đăng giá ảo.Huy Đức Vinhomes - Quản lý 100% giỏ hàng mua bán cho thuê nhà phố, biệt thự. Kinh nghiệm 7 năm phân phối sản phẩm Vinhomes. Nắm chắc Pháp lý để hỗ trợ tốt cho quý anh chị khách hàng.Trụ sở công ty: V3 - 37 Manhattan, Vinhomes Grand Park, P Long Thạnh Mỹ, TP. Thủ Đức.",Lớn hơn 5000000000,Từ 100 đến 500,Hồ Chí Minh
122,Nhà đất bán,180000000,277,,,,,,,,,,https://batdongsan.com.vn/ban-dat-duong-tran-phu-phuong-vinh-nguyen/cat-lo-20tr-m2-lo-mat-tien-vi-tri-trung-tam-thanh-pho-nha-trang-co-thuong-luong-pr37742949,"18, Đường Trần Phú, Phường Vĩnh Nguyên, Nha Trang, Khánh Hòa","Địa chỉ: 18 Đường Trần Phú, Phường Vĩnh Nguyên, Thành phố Nha Trang, Tỉnh Khánh Hòa.- Diện tích: 277 m² ngang 8m dài 34.Ngoài sổ dư từ 30 - 45m² tặng.- Lô đất ở vị trí trung tâm thành phố.- Cách biển 50m đi bộ, bệnh viện, vinmec sát bên.Gần trường học, chợ, siêu thịtrước mặt là dự án khu du lịch của Vin Group, Bên hong khu đô thị, Vị trí đắc đỏ xung quanh nhà hàng khách sạn.- Phù hợp với nhu cầu xây dựng khách sạn, căn hộ cao cấp, kinh doanh buôn bán, nhà hàng - cafe, Xây dựng văn phòng cho thuê vv.- TIỀM NĂNG LỚN: Đất luôn tăng giá theo tình hình hiện tại chung của BĐS của khu vực, bảo đảm sinh lời: Ngân hàng hổ trợ vốn ưu đãi.Giá bán: 200tr/m² chỉ còn 180tr/m² m có thương lượng.Hãy gọi ngay MS:0966 070 ***0914 070 ***- MS: THẢO Chính chủ.Ngoài ra, tôi muốn sang nhượng nhà hàng làng nướng Suối Tiên.Với dt đất 3.092m 140m đất thổ cư, Quy mô rộng lớn, Bãi đậu Oto xe máy thoải mái tại Hương Lộ 39 Huyện Diên Khánh - Nha Trang - Khánh Hoà.Nhà Hàng rông cực lớn với 4 phòng VIP mỗi phòng có sức chứa từ 25 - 30 khách, với vườn rau sạch 1.000m 50 cây xoài đã ra trái, 30 cây dừa trái uống quanh năm, 30 bộ bàn ghế mỗi bộ 8 khách, có sức chứa trên 1.000 khách địa điểm gần khu du lịch suối tiên cách 300m rất thuận lợi cho du khách ăn nhậu trưa và tối sau khi vui chơi.Đây cũng là một nơi lý tưởng tiếp khách, Cho các cơ quan nhà nước tổ chức tiệc, hội tụ gặp mặt sinh nhật, cưới hỏi khách vãng lai. Khách thích đổi không khí và trên cả tuyệt vời cho điểm hẹn tình yêu lý tưởng.Đất được lên thổ thêm bất cứ lúc nào Nhà Hàng đang hoạc động rất tốt lãi xuất chi phí xong từ 300 đến 400 triệu một tháng.Tuyệt vời hơn chính chủ sang nhượng toàn bộ, bộ phận bếp và tất cả nhân viên phục vu 25 người.Hỗ trợ cho khách thiện chí mua, 3 tháng kinh nghiệm quản lý nhà hàng.. Với giá ưu đãi tốt nhất cho khách hàng có tiềm năng khinh doanh là 25 tỷ bớt lọc.Hãy gọi ngay MS:0966 070 ***0914 070 ***- MS: Thảo chính chủ.",Nhỏ hơn 500000000,Từ 100 đến 500,Khánh Hòa
123,Nhà đất bán,5000000000,60,,,,,,,,,,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-nghia-tru-prj-mega-complex-vinhomes-ocean-park-2/bk-homes-ban-quy-hang-chuyen-nhuong-gia-re-nhat-thi-truong-gia-tu-5-ty-2-pr37278315,"Dự án Mega Complex - Vinhomes Ocean Park 2, Huyện Văn Giang, Hưng Yên","BK- Homes độc quyền bán chuyển nhượng dự án ocean park 2 một số căn như sau:- Phân khu Sao Biển:SB 48m: Giá 5, x tỷ.SB 58m giá 6 tỷ.SB 67m giá 7 tỷ.SB 84m giá 9 tỷ.SB 91m giá 9, x tỷ.SB2, SB3, SB4, SB5 ô góc diện tích từ 76 - 120m giá bán từ 11 tỷ đến 15 tỷ tùy vị trí.- Phân khu Cọ Xanh:CX 48m giá 4.850 tỷ,CX 52m: Giá 5,3 tỷ, 56m 6 tỷ.CX9 - 6X: 48m giá 5,2 tỷ. CX10 - 2x: 48m: 5 tỷ.CX11 - 9x, CX11 - 3x: 52m giá 5,3 tỷ.CX16 - 1x: 56m giá 5.6 tỷ.CX9 - 1xx: 62,5m giá 6 tỷ.CX4 - 3x: 127,52m giá 17 tỷ SL view bể bơi công viên.CX12 - 4x: 75m, CX6 - 2X, CX14 - 1X: 161m.- Phân khu Chà Là:CL8 - 8X, CL10 - XX 58m: 6 tỷ.CL6 - 12X: 48m giá 4,x tỷ.CL12 - 0x, CL9 - 0X, CL14 - 0X: 63m giá 6,4 tỷ.CL13 - 06: 70m view công viên. giá 7 tỷCL11 - 1X Song lập 127m vườn hoa giá 12 tỷ.CL15 - 2X: 112m Shophouse 2 mặt tiền vườn hoa giá 14 tỷ.CL01: 206m đơn lập giá 23 tỷ.- Phân khu Hải Âu:HA8 - 6X: 48m giá 5,2 tỷ.HA4 - 42: 75m 9 tỷ vườn hoa, bể bơi.HA4 - 6x: 105m xẻ khe bể bơi: 12 tỷ.ĐĐD20X, ĐĐD - 23X: 105m Shop 11 tỷ.ĐĐD - 28X: 75m giá 10 tỷ.HA6 - xx: Tứ lập 120m giá 11,5 tỷ.- Phân khu Kinh Đô Ánh Sáng:ĐLSH - 8X: 253m Đơn lập mặt đường 51m giá 30 tỷKĐ8 - 6x: 84m Shop áp góc Đg 30m 13 tỷ.KĐ - 8x: 75m mặt đường Kinh Đô: 12 tỷ.KĐ5 - XX: 84m cạnh Vincom, đường 51m. Giá 12 tỷ.KĐ - 3X, KĐ 6 - XX: 150m SL. giá 22 tỷKĐ6 - 9x: Song lập góc 153m giá 30 tỷ.- Phân khu San Hô:SH4 - 0X: 108m áp góc đại lộ San Hô view công viên.SH4 - 1XX: 108m gần biển.SH17 - 1x SL 150m view vườn hoa, gần biển.SH13 - xx đơn lập 320m ngay biển.SH19 - 1xx 3 gần biển, chân chung cư.SH7 - 13: 170m 30 tỷ Song lập.- Phân khu Đảo dừa:ĐD5 - 3x: 56m giá 6,5 tỷ.ĐD1: 63m giá 8tỷ.ĐD1: 70m giá 9 tỷ.ĐD5 - 5x: 16 tỷ view công viên.DD4 - xx: Tứ lập 120m² giá 14,5 tỷ.- Đảo Ngọc trai:NT1,2,3 giá 25 tỷ.Ngọc trai vip búp sen giừ từ 50 - 70 tỷ.Mọi thông tin chi tiết khách hàng có nhu cầu quan tâm vui lòng liên hệ:ĐT:0912 819 ***gặp Anh Thọ.",Lớn hơn 5000000000,Từ 50 đến 100,Hưng Yên
124,Nhà đất bán,68000000000,166.2,,,Sổ hồng,,,,,7,,https://batdongsan.com.vn/ban-nha-mat-pho-duong-ut-tich_1-phuong-4-20/ha-het-gia-de-ban-so-11a-tich-p4-tan-binh-tp-hcm-dt-166-2m-mt-11m-sau-15-1m-pr37742810,"Số 11A, Đường Út Tịch, Phường 4, Tân Bình, Hồ Chí Minh","Tình hình kinh tế khó khăn, hạ hết giá để bán căn nhà số 11A đường Út Tịch, phường 4, quận Tân Bình, thành phố HCM.Diện tính 166.2m. Mặt tiền 11m, sâu 15.1m. Tổng diện tích xây dựng 1031m (Thực tế 1200m). Kết cấu hầm, lửng 5 lầu và sân thượng.Nhà xây mới 2021, đầy đủ PCCC và thang máy cao cấp, đang có HĐ thuê 140 triệu/tháng. Đầu năm 2024 lên 150 triệu/tháng. Cuối năm 2024 kết thúc HĐ hỗ trợ dịch thì sẽ ký lại giá mới là 220 triệu/tháng.Giá chốt hạ còn 68 tỷ. Sổ hồng mới, hoàn công đầy đủ, không sai phạm gì về xây dựng. Công chứng trong ngày (chỉ thương lượng bớt lộc).Thông tin chính chủ nhà, minh bạch, chính xác và rất rõ ràng, mong các bạn MG ko thay đổi thông tin và tôn trọng chủ nhà.Liên hệ: Mr. Thắng0935 329 ***. Phí MG 1%.",Lớn hơn 5000000000,Từ 100 đến 500,Hồ Chí Minh
125,Nhà đất bán,1700000000,532,Nam,,Sổ đỏ/ Sổ hồng,,,,,,,https://batdongsan.com.vn/ban-dat-duong-la-tho-xa-dien-hoa-3/ban-lo-view-kenh-ngay-doi-truong-tieu-hoc-nguyen-ba-ngoc-532m2-o-100-1-7-ty-pr37742594,"Thôn La Thọ 2, Đường La Thọ, Xã Điện Hòa, Điện Bàn, Quảng Nam","Chính chủ bán lô đất view kênh, ngay đối diện trường Tiểu học Nguyễn Bá Ngọc, đường đôi có con kênh ở giữa, quy hoạch sẽ mở ra đường 10m5.+ Lô đất thuộc thôn La Thọ 2, xã Điện Hòa.+ Diện tích đất: 532m².+ Đất ở 100%.+ Hướng chính Nam, rất mát mẻ.+ Hợp làm nhà vườn, villa, biệt thự.+ Giá: 1.7 tỷ.Vị trí lô đất:https://maps.app.goo.gl/f7CjEc3URCDNA23D6Liên hệ chính chủ: Mr. Quốc:0903 548 ***.Có hoa hồng cho người giới thiệu!",Từ 1000000000 đến 5000000000,Lớn hơn 500,Quảng Nam
126,Nhà đất bán,5850000000,123,,,Sổ đỏ/ Sổ hồng,,,13,13,4,,https://batdongsan.com.vn/ban-nha-rieng-duong-dien-bien-phu-phuong-thanh-khe-dong/ban-586-3-dt-123m2-4-tang-dtsd-441m2-co-thang-may-gom-7-can-ho-5-85-ty-pr37742498,"586/3, Đường Điện Biên Phủ, Phường Thanh Khê Đông, Thanh Khê, Đà Nẵng","Bán nhà hẻm 2m5 địa chỉ 586/3 Điện Biên Phủ, cách Điện Biên Phủ chỉ 30m.DT: 123m², 4 tầng, DTSD: 441m², có thang máy, bao gồm 7 căn hộ, mỗi căn hộ 50m² bao gồm 2PN, 2WC khép kín.Đang cho thuê full, thu nhập: 35 tr/tháng.Tòa nhà có thang máy, dùng thẻ từ, chỉ có khách có thẻ mới sử dụng được.Giá bán: 5.85 tỷ, thương lượng.LH A. Quốc:0903 548 ***",Lớn hơn 5000000000,Từ 100 đến 500,Đà Nẵng
127,Nhà đất bán,6090000000,125,Đông Bắc,,,,,3,3,4,,https://batdongsan.com.vn/ban-nha-mat-pho-pho-nguyen-xi-phuong-hoa-minh/ban-tien-95-dtd-125m2-x-4-tang-dtsd-264m2-gia-6-090-ty-0903548978-pr37742479,"95, Phố Nguyễn Xí, Phường Hòa Minh, Liên Chiểu, Đà Nẵng","Bán nhà mặt tiền Nguyễn Xí khu Hòa Minh, gần Lý Thái Tông, hướng Đông Bắc, cách biển Nguyễn Tất Thành chỉ 300m.DTĐ: 125m², nhà 4 tầng, 3PN, 3 toilet, 1 phòng sinh hoạt chung, một phòng kho.DTXD: 80m², DTSD: 264m², sân vườn phía trước rất đẹp, có hồ cá, hòn non bộ.Đường 7.5m, lề 5m, xe ô tô đậu trên lề thoải mái.Giá bán: 6.09 tỷ. Thương lượng ít, ra lộc mua bán.Nhà đang cho thuê 12tr/tháng. Có thể chuyển giao hoặc chấm dứt hợp đồng thuê.Liên hệ chính chủ A. Quốc:0903 548 ***",Lớn hơn 5000000000,Từ 100 đến 500,Đà Nẵng
128,Nhà đất bán,11500000000,84,,,,,,,,,,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-nguyen-xien-phuong-long-thanh-my-prj-the-manhattan-vinhomes-grand-park/chuyen-chuyen-nhuong-pho-gia-tot-t-thi-truong-lh-0919099098-zalo-pr31388206,"Dự án The Manhattan, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh","Hiện tại Công Ty chúng Tôi đang nắm nhiều quỹ căn bán chuyển nhượng và cho thuê khu Biệt thự, nhà phố Shophouse The Manhattan, The Manhattan Glory giá tốt nhất thị trường hiện tại.1. Nhà phố Manhattan Glory diện tích 84m² giá bán 11.5tỷ.2. Nhà phố Manhattan Glory diện tích 126m² giá bán 15.5 tỷ.3. V3 diện tích 252m giá bán 19 tỷ.4. V3 diện tích 261m giá bán 26 tỷ.5. V3 (Biệt thự đơn lập góc) 252m giá bán 31 tỷ.6. T20 (Biệt thự song lập) 200m giá bán 18 tỷ.7. D2A diện tích 243m giá bán 46 tỷ.8. T11 diện tích 162 m giá bán 18 tỷ.9. T17 diện tích 144m² giá bán 17.5 tỷ.10. M2 diện tích 176m² giá bán 17.6 tỷ.11. T3 diện tích 126m² giá bán 15.8 tỷ.12. T3 diện tích 84m² giá bán 13.5 tỷ.13. Nhà phố Manhattan 126m² giá 15.6 tỷ.14. Nhà phố Manhattan 126m (7x18m) giá 17.5 tỷ (gần chợ đêm, Công viên, Vincom, đã hoàn thiện) hot.15. Nhà phố Manhattan 144m (8x18m) giá 25 tỷ (lỗ 3 tỷ).16. Nhà phố Manhattan 162m (9x18m) giá 23 tỷ.17. Nhà phố Manhattan 183m (10x18m) giá 28 tỷ.18. Biệt thự độc bản mặt sông tắc giá bán 68 tỷ.Tiện ích nội khu:- Công viên ven sông lớn nhất ĐNA 36 hecta.- TTTM Vincom, khu mua sắm, rạp phim.- Siêu thị Vinmart, siêu thị điện máy Vinpro.- Hệ thống giáo dục Vinschool.- Khu vực ánh sáng phong cách Garden by The Bay (9 cây ánh sáng - cao 16 - 25m).- Bãi cỏ quảng trường chính rộng 2ha (20.000 m²).- Công viên BBQ dự kiến 150 chòi.- Đặc biệt thiết kế hệ thống sông nhân tạo - có bãi cát trắng - nước được xử lý sạch, cư dân có thể tắm thoải mái.- Gym ngoài trời 1000 máy được bố trí trải dọc xung quanh khu vực công viên.- Sông nhân tạo được phục vụ các môn đạp vịt, cano yake.- Đảo dưỡng sinh 2ha - yoga, thiền, cờ tướng được bố trí khắp đảo (100 bàn cờ).- Công viên, đường sách siêu dài.- Khu vui chơi trẻ em 5000m², thiết kế các vòi phun nước kèm ánh sáng như phố đi bộ Nguyễn Huệ.- Có các khu vực riêng dành cho các CLB Yoga, Aerobic, nhảy đầm.- 170 sân bóng đá, tennis, bóng rổ các loại phục vụ cho cư dân VHGP.Quý khách có nhu cầu vui lòng liên hệ:0919 099 ***để được tư vấn đưa đi xem nhà thực tế.",Lớn hơn 5000000000,Từ 50 đến 100,Hồ Chí Minh
